task_id,node_name,automation_share,automation_pct,augmentation_pct,pct,ai_autonomy_mean,human_only_time_mean,human_with_ai_time_mean
12914,"Guide clients in the gathering of information, such as bank account records, income tax returns, life and disability insurance records, pension plans, or wills.",62.27,62.27,37.73,0.01,2.66,5.18,68.29
1292,"Prepare evaluations of software or hardware, and recommend improvements or upgrades.",39.43,39.43,60.57,0.07,2.84,5.15,37.71
12929,"Prepare reports or recommendations, based upon research outcomes.",36.73,36.73,63.27,0.0,3.2,17.4,50.25
12937,"Study the chemistry of living processes, such as cell development, breathing and digestion, or living energy changes, such as growth, aging, or death.",11.11,11.11,88.89,0.0,2.59,0.6,7.47
12953,"Provide assistance with the preparation of project-related reports, manuscripts, and presentations.",30.44,30.44,69.56,0.02,2.84,8.82,63.43
12956,"Verify the accuracy and validity of data entered in databases, correcting any errors.",63.51,63.03,36.21,0.07,3.0,5.54,29.56
12957,"Prepare tables, graphs, fact sheets, and written reports summarizing research results.",41.89,41.89,58.11,0.01,3.27,13.61,51.8
1296,Modify and customize commercial programs for internal needs.,78.31,78.31,21.69,0.0,3.17,5.01,28.34
12962,Perform data entry and other clerical work as required for project completion.,90.32,90.32,9.68,0.0,3.13,4.35,13.43
12963,Design and create special programs for tasks such as statistical analysis and data entry and cleaning.,61.41,61.41,38.59,0.04,3.14,11.91,74.6
12964,Code data in preparation for computer entry.,63.16,63.16,36.84,0.0,2.64,5.62,36.07
12965,Provide assistance in the design of survey instruments such as questionnaires.,36.0,36.0,64.0,0.0,2.92,7.31,47.08
12973,Perform needs assessments or consult with clients to determine the types of research and information required.,58.62,58.62,41.38,0.01,2.37,1.25,22.44
12977,Develop or direct study courses or religious education programs within congregations.,29.31,29.31,70.69,0.0,2.86,10.41,59.86
12978,Select appropriate curricula or class structures for educational programs.,28.55,28.55,71.45,0.01,2.96,11.1,60.21
12980,"Counsel individuals regarding interpersonal, health, financial, or religious problems.",40.77,40.77,59.23,0.73,2.79,3.37,92.52
12983,"Schedule special events, such as camps, conferences, meetings, seminars, or retreats.",42.52,40.35,54.55,0.0,2.89,5.51,45.66
1299,Modify existing databases and database management systems or direct programmers and analysts to make changes.,76.51,76.51,23.49,0.03,3.03,4.4,38.42
12992,"Interpret religious education activities to the public through speaking, leading discussions, or writing articles for local or national publications.",25.33,26.53,78.21,0.0,2.92,1.03,9.45
12996,Prepare settlement agreements for disputants to sign.,33.13,33.13,66.87,0.0,2.77,5.21,41.96
12999,Prepare written opinions or decisions regarding cases.,37.5,37.5,62.5,0.0,2.88,4.2,26.25
13,"Confer with potential customers regarding equipment needs, and advise customers on types of equipment to purchase.",41.32,41.32,58.68,0.05,2.44,1.82,34.14
130,"Prepare information regarding design, structure specifications, materials, color, equipment, estimated costs, or construction time.",36.48,36.48,63.52,0.01,3.12,11.44,37.5
13005,"Research laws, regulations, policies, or precedent decisions to prepare for hearings.",33.71,33.71,66.29,0.0,2.73,10.38,56.85
13007,Recommend acceptance or rejection of compromise settlement offers.,30.25,30.25,69.75,0.0,2.48,8.73,112.09
1301,"Plan, coordinate, and implement security measures to safeguard information in computer files against accidental or unauthorized damage, modification or disclosure.",76.84,76.84,23.16,0.01,2.72,5.81,69.71
13015,"Sketch rough and detailed drawings of apparel or accessories, and write specifications such as color schemes, construction, material types, and accessory requirements.",44.05,44.05,55.95,0.0,2.62,3.55,37.31
13017,"Identify target markets for designs, looking at factors such as age, gender, and socioeconomic status.",28.57,28.57,71.43,0.0,2.71,10.26,66.0
13025,"Design custom clothing and accessories for individuals, retailers, or theatrical, television, or film productions.",52.7,52.7,47.3,0.0,3.17,4.72,26.63
1303,Train users and answer questions.,44.41,44.41,55.59,0.06,2.55,4.5,98.71
13038,"Assess performance following athletic competition, identifying strengths and weaknesses and making adjustments to improve future performance.",45.45,45.45,54.55,0.0,2.75,1.0,18.85
1306,"Develop data models describing data elements and how they are used, following procedures and using pen, template, or computer software.",26.18,27.59,77.78,0.0,2.96,11.4,59.85
13096,"Search computer databases, credit reports, public records, tax or legal filings, or other resources to locate persons or to compile information for investigations.",,,,0.0,2.47,3.63,12.87
13097,"Obtain and analyze information on suspects, crimes, or disturbances to solve cases, to identify criminal activity, or to gather information for court cases.",82.35,82.35,17.65,0.0,2.88,7.88,82.94
131,Consult with clients to determine functional or spatial requirements of structures.,41.57,41.18,57.89,0.0,2.85,2.83,23.55
1313,"Write and code logical and physical database descriptions and specify identifiers of database to management system, or direct others in coding descriptions.",64.73,64.73,35.27,0.03,2.98,11.87,65.73
1314,"Review workflow charts developed by programmer analyst to understand tasks computer will perform, such as updating records.",24.14,24.14,75.86,0.0,2.41,1.43,9.44
13154,"Direct marketing, advertising, or other customer recruitment efforts.",59.09,59.09,40.91,0.0,2.71,2.89,37.91
13156,"Resolve any problems with itineraries, service, or accommodations.",83.33,83.33,16.67,0.0,2.24,1.15,28.52
13164,Give advice on sightseeing and shopping.,71.91,71.91,28.09,0.0,3.0,1.21,10.3
1317,Perform data backups and disaster recovery operations.,96.69,96.69,3.31,0.0,2.79,1.29,23.71
13174,"Respond to passengers' questions, requests, or complaints.",71.76,71.76,28.24,0.01,2.31,0.44,11.16
13175,Explain and demonstrate safety procedures and safety equipment use.,69.57,69.57,30.43,0.0,2.4,1.06,15.13
13182,"Provide customers with information on routes, gates, prices, timetables, terminals, or concourses.",75.1,75.1,24.9,0.02,2.43,0.53,9.02
1319,"Plan, coordinate, and implement network security measures to protect data, software, and hardware.",63.49,63.49,36.51,0.0,2.65,4.54,70.7
13190,"Demonstrate or explain products, methods, or services to persuade customers to purchase products or use services.",33.33,33.33,66.67,0.0,2.77,4.58,21.67
13196,Suggest specific product purchases to meet customers' needs.,43.18,43.18,56.82,0.49,2.6,2.16,32.94
13198,Identify interested and qualified customers to provide them with additional information.,91.3,91.3,8.7,0.0,3.35,4.92,52.38
13200,Prepare or alter presentation contents to target specific audiences.,30.93,30.89,68.99,0.35,2.8,5.88,47.74
13201,Learn about competitors' products or consumers' interests or concerns to answer questions or provide more complete information.,45.45,45.45,54.55,0.0,2.68,8.91,81.29
13205,Instruct customers in alteration of products.,48.85,50.49,52.86,0.01,2.5,1.17,25.95
13207,Recommend product or service improvements to employers.,30.31,30.31,69.69,0.01,2.82,6.92,47.16
1323,"Recommend changes to improve systems and network configurations, and determine hardware or software requirements related to such changes.",45.84,45.84,54.16,0.07,2.68,4.25,52.01
13233,Explain products or services and prices and demonstrate use of products.,18.52,18.52,81.48,0.0,2.74,2.92,20.89
13236,Answer questions about product features and benefits.,36.99,36.99,63.01,0.32,2.43,0.61,9.83
13238,Develop prospect lists.,74.29,74.29,25.71,0.01,3.24,5.49,17.02
1324,Confer with network users about solutions to existing system problems.,84.99,84.99,15.01,0.01,2.36,1.07,44.39
13255,"Promote company products, services, and savings plans when appropriate.",67.93,70.59,33.33,0.0,2.85,2.11,14.68
13257,Update directory information.,73.08,73.08,26.92,0.0,3.07,4.44,34.19
1326,Train people in computer system use.,59.36,58.31,39.92,0.02,2.64,5.69,110.75
13292,"Sort, assemble, and proof completed work.",67.21,67.21,32.79,0.0,2.27,1.95,12.94
1339,"Formulate mathematical models or other methods of computer analysis to develop, evaluate, or modify design, according to customer engineering requirements.",42.16,42.16,57.84,0.01,3.05,9.27,48.21
134,Prepare contract documents for building contractors.,53.02,53.02,46.98,0.01,3.05,4.05,19.06
1340,"Write technical reports or other documentation, such as handbooks or bulletins, for use by engineering staff, management, or customers.",59.77,59.77,40.23,0.03,3.02,8.74,43.36
1346,Maintain records of performance reports for future reference.,90.0,90.0,10.0,0.0,3.24,2.38,29.29
1348,"Design, implement, maintain, or improve electrical instruments, equipment, facilities, components, products, or systems for commercial, industrial, or domestic purposes.",42.86,42.86,57.14,0.0,2.8,5.46,64.19
1349,Operate computer-assisted engineering or design software or equipment to perform engineering tasks.,89.39,89.39,10.61,0.0,3.22,2.82,24.64
1351,"Perform detailed calculations to compute and establish manufacturing, construction, or installation standards or specifications.",37.04,37.04,62.96,0.0,2.7,5.41,59.31
1358,"Prepare technical drawings, specifications of electrical systems, or topographical maps to ensure that installation and operations conform to standards and customer requirements.",35.29,35.29,64.71,0.0,3.4,8.86,29.4
136,Integrate engineering elements into unified architectural designs.,16.67,16.67,83.33,0.0,3.0,9.9,65.57
1366,"Prepare, review, or update environmental investigation or recommendation reports.",45.93,45.93,54.07,0.0,3.11,9.76,47.09
1373,Develop proposed project objectives and targets and report to management on progress in attaining them.,30.56,30.56,69.44,0.0,3.06,9.91,60.09
13740,Confer with customers to determine the nature of problems or to explain repairs.,69.89,69.89,30.11,0.0,2.42,0.75,8.69
13743,Compute cost estimates for labor and materials.,45.3,45.3,54.7,0.01,2.93,4.13,28.11
13744,"Read and interpret electronic circuit diagrams, function block diagrams, specifications, engineering drawings, and service manuals.",44.12,44.12,55.88,0.0,2.58,3.99,24.53
1375,Advise industries or government agencies about environmental policies and standards.,42.11,42.11,57.89,0.0,2.89,7.04,41.47
1376,Inform company employees or other interested parties of environmental issues.,33.75,33.75,66.25,0.0,2.72,0.98,7.41
13765,Document inspection and test results and work performed or to be performed.,64.38,64.38,35.62,0.01,3.11,6.46,38.1
13796,"Provide repair cost estimates, and recommend whether appliance repair or replacement is a better choice.",47.12,46.63,52.33,0.0,2.43,1.79,46.06
13843,"Record transaction information on forms or logs, and notify designated personnel of discrepancies.",81.01,80.0,18.75,0.0,3.19,2.23,19.29
13883,"List parts needed, estimate costs, and plan work procedures, using parts lists, technical manuals, and diagrams.",50.0,50.0,50.0,0.0,3.08,11.42,26.54
1391,Analyze statistical data and product specifications to determine standards and establish quality and reliability objectives of finished product.,48.33,48.33,51.67,0.0,2.77,5.65,38.35
1393,"Recommend methods for improving utilization of personnel, material, and utilities.",44.56,44.56,55.44,0.01,3.0,8.81,48.03
1394,Plan and establish sequence of operations to fabricate and assemble parts or products and to promote efficient utilization.,50.98,50.98,49.02,0.0,2.86,4.29,54.31
140,"Prepare operating and maintenance manuals, studies, or reports.",60.37,60.37,39.63,0.02,3.12,10.92,47.62
1402,"Formulate sampling procedures and designs and develop forms and instructions for recording, evaluating, and reporting quality and reliability data.",34.3,34.3,65.7,0.01,3.0,8.32,45.2
14068,"Estimate the costs of requested products or services such as custom footwear or footwear repair, and receive payment from customers.",63.42,66.67,38.46,0.0,2.54,1.73,10.24
